customer_id,institution_type,region,product_tier,account_age_months,monthly_transaction_volume,avg_transaction_value,api_calls_per_month,num_active_users,revenue_monthly,support_tickets_6m,support_tier,days_since_last_login,feature_adoption_score,payment_method,payment_delay_days,contract_months_remaining,num_integrations,churn
INST_00926,Bank,Asia Pacific,Enterprise,4,14797,128.73,51374,185,43535.56,5,Priority,1,65.0,Wire Transfer,10,21,5,1
INST_00927,Credit Union,Asia Pacific,Professional,47,12607,1028.92,72070,447,6105.66,8,Standard,4,52.4,ACH,0,15,4,0
INST_00928,Investment Firm,Europe,Professional,9,32077,207.75,105683,36,4460.82,8,Standard,5,64.0,ACH,0,32,3,0
INST_00929,Bank,Latin America,Enterprise,11,213,578.54,26082,159,44978.82,9,Standard,1,70.2,ACH,8,23,7,1
INST_00930,Bank,North America,Enterprise,1,11587,516.54,26531,190,1717.25,6,Standard,3,63.7,Credit Card,0,21,8,0
INST_00931,Insurance Company,North America,Professional,9,7349,3271.49,150543,115,838.99,9,Priority,2,91.4,Wire Transfer,0,26,2,0
INST_00932,Payment Processor,North America,Basic,52,789,3561.41,26030,142,2956.26,5,Standard,9,71.0,Credit Card,1,18,6,1
INST_00933,Credit Union,Middle East,Professional,1,4347,197.02,7388,186,2480.92,8,Standard,4,53.8,Credit Card,3,17,7,1
INST_00934,Bank,North America,Professional,12,14424,1436.16,53031,352,5284.27,9,Standard,10,66.6,ACH,10,35,6,0
INST_00935,Bank,Asia Pacific,Basic,1,859,617.58,924,1217,1373.3,9,Standard,0,96.5,ACH,12,32,8,1
INST_00936,Bank,Asia Pacific,Enterprise,11,5789,74.05,159426,2,8557.81,6,Priority,2,94.4,Credit Card,3,6,4,0
INST_00937,Payment Processor,North America,Basic,4,11015,174.95,164498,1101,2092.95,11,Priority,2,54.7,Invoice,4,7,8,0
INST_00938,Bank,North America,Basic,6,597,6656.67,132886,6,31017.47,7,Standard,4,60.0,Credit Card,12,9,8,0
INST_00939,Investment Firm,North America,Basic,50,2408,619.82,125449,258,819.06,9,Premium,3,50.5,Wire Transfer,7,26,4,1
INST_00940,Bank,Europe,Professional,13,4681,1339.08,19413,10000,3986.99,8,Standard,2,90.7,Credit Card,4,33,7,0
INST_00941,Investment Firm,North America,Professional,7,903,312.79,18769,137,2973.9,10,Standard,11,86.9,Credit Card,1,4,6,0
INST_00942,Investment Firm,North America,Professional,21,797,211.04,3482,205,6948.87,7,Standard,16,61.8,Invoice,3,35,2,0
INST_00943,Insurance Company,Latin America,Professional,3,2434,416.85,303173,84,19733.18,2,Standard,10,66.4,Wire Transfer,9,11,1,1
INST_00944,Bank,Middle East,Professional,7,9921,293.15,10641,493,7326.96,11,Priority,8,66.6,Wire Transfer,1,12,0,1
INST_00945,Bank,North America,Professional,18,7829,67.23,36674,284,4052.6,11,Standard,6,74.2,Wire Transfer,0,19,8,1
INST_00946,Bank,North America,Basic,6,818,121.03,32243,43,13861.67,4,Priority,2,84.8,Credit Card,0,3,8,1
INST_00947,Payment Processor,North America,Enterprise,27,7928,943.37,2949,120,17405.42,9,Priority,17,73.0,Invoice,7,33,5,0
INST_00948,Payment Processor,Asia Pacific,Basic,16,850,255.49,1608,19,7359.89,9,Standard,7,47.7,Wire Transfer,0,0,4,1
INST_00949,Investment Firm,Asia Pacific,Enterprise,35,266,416.07,22211,119,8790.16,6,Priority,15,98.6,Wire Transfer,0,0,6,1
INST_00950,Investment Firm,North America,Basic,71,1718,534.81,11151,69,12964.28,10,Premium,4,82.8,ACH,9,34,5,0
INST_00951,Investment Firm,North America,Professional,2,16065,587.37,19261,189,500.0,6,Priority,3,57.0,Wire Transfer,13,14,3,0
INST_00952,Bank,Asia Pacific,Basic,9,7973,1597.02,108893,41,2903.85,8,Standard,0,84.1,Wire Transfer,21,8,5,1
INST_00953,Payment Processor,Europe,Basic,9,2973,107.94,30866,100,8641.67,8,Standard,2,49.6,Wire Transfer,2,9,4,0
INST_00954,Credit Union,North America,Enterprise,3,1595,799.75,68719,150,3173.49,5,Priority,3,51.6,Wire Transfer,12,17,3,0
INST_00955,Credit Union,Europe,Enterprise,39,1661,998.28,42958,170,3190.01,4,Standard,4,85.1,ACH,0,32,3,0
INST_00956,Credit Union,North America,Professional,34,3509,1316.88,13704,243,8624.41,6,Priority,4,46.3,ACH,24,26,5,0
INST_00957,Bank,North America,Professional,15,600,74.03,4901,108,8923.71,13,Priority,17,52.5,Credit Card,0,6,5,0
INST_00958,Bank,Asia Pacific,Professional,18,1768,547.73,32763,36,9902.96,9,Premium,4,83.5,ACH,2,12,4,0
INST_00959,Insurance Company,Asia Pacific,Enterprise,1,2157,3163.05,24980,172,1497.67,4,Standard,13,75.6,ACH,6,15,4,1
INST_00960,Bank,Europe,Professional,19,392,358.19,86919,107,585.99,11,Standard,0,53.2,Invoice,4,35,8,0
INST_00961,Investment Firm,Latin America,Professional,37,847,720.68,17564,938,16425.33,18,Standard,5,83.1,Invoice,2,28,3,0
INST_00962,Bank,Europe,Professional,20,5517,1029.14,14100,1177,1613.85,9,Standard,5,71.8,ACH,0,17,5,1
INST_00963,Credit Union,Asia Pacific,Professional,7,3023,117.85,15611,12,1454.93,8,Premium,1,81.7,Invoice,15,8,7,1
INST_00964,Bank,Europe,Enterprise,26,1875,3643.1,5551,450,1270.76,7,Standard,1,58.4,Invoice,9,5,4,0
INST_00965,Credit Union,Latin America,Basic,10,759,734.65,192984,646,27626.9,13,Priority,4,68.8,Credit Card,0,6,8,0
INST_00966,Insurance Company,Latin America,Basic,18,31738,752.5,121715,13,6755.01,7,Priority,5,48.8,ACH,6,11,2,1
INST_00967,Bank,North America,Professional,16,848,54.9,3570,421,8215.56,7,Standard,16,53.4,ACH,0,18,5,0
INST_00968,Investment Firm,Latin America,Professional,11,4347,1046.76,73564,744,13826.29,6,Priority,1,83.4,ACH,16,6,5,0
INST_00969,Credit Union,Asia Pacific,Basic,30,1433,740.77,1383,26,4612.13,4,Standard,2,50.7,Invoice,0,26,2,1
INST_00970,Investment Firm,Asia Pacific,Professional,51,3147,2832.82,96561,96,22449.7,10,Standard,1,82.0,Wire Transfer,1,33,3,0
INST_00971,Payment Processor,North America,Enterprise,1,5921,277.68,7750,207,816.31,11,Premium,10,73.0,Credit Card,7,18,6,0
INST_00972,Insurance Company,Asia Pacific,Basic,65,381,123.32,37791,414,964.48,9,Standard,1,66.0,Wire Transfer,0,13,4,0
INST_00973,Bank,Latin America,Professional,17,2951,177.92,1218,25,887.89,6,Standard,16,68.2,Wire Transfer,10,25,4,0
INST_00974,Bank,North America,Professional,28,17784,220.09,3648,1191,9251.15,7,Standard,18,67.1,Wire Transfer,1,24,6,0
INST_00975,Bank,Middle East,Professional,46,41866,105.36,44491,3,10505.21,11,Priority,0,61.1,Credit Card,9,29,4,0
INST_00976,Investment Firm,North America,Enterprise,15,2452,1897.31,7697,1607,2419.04,6,Premium,1,85.3,ACH,3,33,11,0
INST_00977,Bank,North America,Professional,43,3173,1984.73,6248,399,3468.03,8,Premium,3,94.4,ACH,0,12,5,0
INST_00978,Credit Union,Europe,Professional,4,82207,318.95,178758,48,32928.9,7,Standard,14,87.9,Credit Card,3,4,6,0
INST_00979,Investment Firm,Europe,Professional,4,16356,251.81,607093,703,1734.28,8,Premium,0,67.7,ACH,6,32,4,1
INST_00980,Bank,Europe,Professional,25,1180,50.0,89816,22,7655.27,5,Standard,2,75.4,Wire Transfer,3,6,4,0
INST_00981,Insurance Company,North America,Professional,48,1177,929.97,4282,182,1757.11,9,Standard,8,87.0,Credit Card,11,12,6,1
INST_00982,Bank,Middle East,Enterprise,53,12516,2934.02,310295,227,25437.04,4,Standard,8,84.0,Wire Transfer,6,15,7,0
INST_00983,Bank,North America,Professional,24,654,187.8,2117,227,12614.97,11,Standard,3,67.9,ACH,0,30,6,0
INST_00984,Insurance Company,North America,Basic,17,15238,350.67,13950,32,602.82,11,Premium,23,93.5,ACH,0,21,1,1
INST_00985,Credit Union,North America,Basic,9,4921,679.36,23912,60,3323.58,11,Premium,3,70.4,ACH,2,21,3,0
INST_00986,Investment Firm,Europe,Basic,93,6480,3194.87,394769,186,500.0,5,Standard,6,48.7,Invoice,6,27,3,0
INST_00987,Credit Union,Latin America,Basic,9,2028,512.72,86594,40,18971.31,9,Standard,6,56.0,Credit Card,9,35,5,1
INST_00988,Bank,Asia Pacific,Enterprise,32,1158,510.05,10985,241,105975.52,6,Premium,11,84.2,Invoice,9,34,2,0
INST_00989,Insurance Company,Asia Pacific,Professional,18,26715,500.29,5337,49,500.0,9,Priority,3,70.0,ACH,0,4,8,1
INST_00990,Insurance Company,North America,Professional,22,2058,72.96,99040,897,577.87,9,Standard,3,78.7,Invoice,8,35,9,0
INST_00991,Investment Firm,Europe,Professional,12,1609,71.08,9896,2472,6316.88,12,Standard,3,49.6,Credit Card,1,26,4,0
INST_00992,Bank,Europe,Enterprise,80,2643,153.0,30488,86,4780.55,10,Premium,0,74.5,Credit Card,12,22,8,0
INST_00993,Investment Firm,Europe,Professional,20,3981,1360.31,2822,777,2653.76,17,Standard,9,68.1,Invoice,3,14,5,0
INST_00994,Credit Union,North America,Enterprise,66,635,269.77,51734,101,500.0,8,Premium,10,88.2,Wire Transfer,0,35,7,0
INST_00995,Bank,Asia Pacific,Professional,1,1277,213.68,45845,27,7983.8,12,Standard,12,70.2,Wire Transfer,24,11,2,1
INST_00996,Payment Processor,Europe,Enterprise,20,1179,209.22,3420,68,18606.58,8,Premium,8,83.4,ACH,1,34,6,0
INST_00997,Bank,Asia Pacific,Professional,30,10592,342.0,103511,173,351680.43,9,Standard,6,68.2,Wire Transfer,1,12,5,0
INST_00998,Payment Processor,Europe,Basic,32,789,3110.47,50620,5,34924.08,3,Premium,5,36.1,ACH,3,5,8,0
INST_00999,Credit Union,North America,Professional,56,214,336.49,66838,457,700.59,10,Standard,7,96.9,Credit Card,0,22,6,0
INST_01000,Bank,Europe,Professional,1,155,157.03,12481,173,4827.88,7,Premium,0,87.1,ACH,8,31,7,1
INST_01001,Credit Union,North America,Basic,1,328,415.84,28808,898,11945.58,3,Standard,4,86.3,ACH,3,34,6,1
INST_01002,Payment Processor,Latin America,Professional,15,22978,3314.63,24223,443,1750.41,6,Standard,0,51.4,Credit Card,2,29,8,0
INST_01003,Insurance Company,Europe,Professional,1,3054,220.66,17636,184,15835.63,6,Premium,4,39.8,ACH,2,14,5,0
INST_01004,Insurance Company,North America,Basic,88,6322,97.79,28445,78,14116.04,8,Priority,1,70.5,Credit Card,17,27,4,0
INST_01005,Investment Firm,Middle East,Enterprise,6,6665,221.14,145025,2301,31446.39,8,Priority,0,91.9,Credit Card,3,0,5,0
INST_01006,Investment Firm,Europe,Professional,15,3243,470.84,110461,7374,16372.59,5,Standard,9,63.8,ACH,6,6,5,1
INST_01007,Insurance Company,North America,Enterprise,1,2664,921.4,3741,80,7538.02,11,Standard,8,80.1,Invoice,0,20,6,0
INST_01008,Bank,Europe,Professional,17,14282,1350.54,96577,968,1887.68,4,Standard,3,65.0,Wire Transfer,7,10,3,1
INST_01009,Credit Union,North America,Professional,11,3710,115.02,131493,41,706.54,5,Premium,0,72.3,Credit Card,0,24,7,0
INST_01010,Bank,Asia Pacific,Professional,1,24310,128.89,17557,51,6826.21,8,Standard,25,46.6,ACH,7,24,3,0
INST_01011,Payment Processor,Asia Pacific,Professional,9,7564,273.71,47224,74,2681.81,12,Priority,1,62.0,ACH,12,22,5,0
INST_01012,Payment Processor,Middle East,Enterprise,11,1180,917.26,46212,508,3100.14,6,Priority,4,92.4,Invoice,1,25,6,0
INST_01013,Bank,Europe,Basic,110,1414,88.94,6155,21,26441.39,8,Standard,2,40.5,Credit Card,1,11,6,0
INST_01014,Insurance Company,Europe,Enterprise,5,1001,194.65,12420,2416,38306.93,10,Premium,0,86.6,ACH,8,7,5,0
INST_01015,Payment Processor,Asia Pacific,Enterprise,18,18514,198.09,67928,802,770.43,11,Priority,5,50.4,Wire Transfer,7,0,1,1
INST_01016,Bank,North America,Professional,104,1623,1249.0,10469,488,3584.43,6,Priority,1,62.7,Invoice,7,23,7,0
INST_01017,Investment Firm,Europe,Enterprise,37,899,760.45,95153,87,2566.23,4,Priority,3,62.5,ACH,8,21,4,0
INST_01018,Payment Processor,Europe,Professional,120,4815,1193.28,155976,660,7882.2,9,Standard,6,60.8,Wire Transfer,2,11,4,0
INST_01019,Bank,North America,Enterprise,82,2576,2011.05,122456,1,500.0,4,Standard,3,82.7,Credit Card,15,12,3,0
INST_01020,Investment Firm,Europe,Professional,16,4637,279.56,429212,328,549.35,7,Priority,5,68.5,ACH,11,7,7,0
INST_01021,Bank,Latin America,Basic,28,50752,97.04,19223,197,4120.61,9,Priority,1,80.9,Wire Transfer,0,12,3,0
INST_01022,Payment Processor,Latin America,Enterprise,2,11726,97.79,28733,4,15981.27,8,Priority,8,77.1,ACH,0,10,9,0
INST_01023,Payment Processor,North America,Professional,13,3104,50.0,35631,308,5502.38,19,Premium,7,82.3,ACH,12,34,7,0
INST_01024,Payment Processor,North America,Professional,39,360,232.64,20118,429,13457.08,7,Premium,8,86.0,ACH,1,18,8,0
INST_01025,Credit Union,North America,Professional,16,1408,254.41,49675,5,6607.51,10,Priority,2,46.2,Credit Card,6,20,5,0
INST_01026,Payment Processor,Latin America,Basic,29,8660,1038.01,1691,17,33337.37,2,Standard,19,79.3,Wire Transfer,5,0,2,1
INST_01027,Insurance Company,North America,Professional,32,514,411.7,29952,6099,45653.31,11,Standard,6,60.6,Wire Transfer,6,29,7,1
INST_01028,Bank,Asia Pacific,Enterprise,7,73973,223.99,2790,106,1570.75,14,Standard,0,54.2,ACH,4,27,5,0
INST_01029,Insurance Company,North America,Basic,50,3046,351.01,5198,859,18498.93,6,Standard,25,93.2,Wire Transfer,1,18,5,0
INST_01030,Bank,Europe,Basic,14,3207,115.96,66127,1128,10532.06,13,Priority,5,84.9,ACH,4,27,4,1
INST_01031,Investment Firm,North America,Basic,5,1096,1380.9,16339,301,210449.76,7,Standard,8,57.5,Wire Transfer,3,5,2,0
INST_01032,Bank,Asia Pacific,Professional,48,6279,157.1,62719,926,1485.11,7,Priority,3,94.2,Invoice,1,16,7,0
INST_01033,Bank,North America,Professional,12,524,102.73,15816,3,4125.31,8,Priority,4,69.0,Credit Card,2,8,2,0
INST_01034,Bank,Europe,Professional,33,76675,1076.49,115798,98,1044.81,7,Standard,9,55.0,Wire Transfer,5,21,6,0
INST_01035,Investment Firm,North America,Enterprise,19,21504,803.52,15388,1,1142.07,10,Standard,14,53.6,ACH,9,22,3,0
INST_01036,Bank,Asia Pacific,Professional,11,13048,50.99,1173,6,8763.46,12,Standard,22,72.8,Wire Transfer,4,35,4,1
INST_01037,Insurance Company,Latin America,Basic,39,370,1125.52,30886,55,6689.64,12,Priority,32,79.9,Wire Transfer,2,0,6,1
INST_01038,Bank,North America,Enterprise,21,4056,165.69,851,44,11072.02,9,Standard,6,73.9,ACH,0,12,6,0
INST_01039,Bank,Latin America,Professional,11,18281,257.51,2492,159,10717.47,8,Premium,0,49.9,Credit Card,0,34,5,0
INST_01040,Credit Union,Europe,Professional,2,7256,504.93,5858,142,3451.42,7,Standard,6,78.6,Invoice,0,34,5,0
INST_01041,Insurance Company,North America,Professional,54,663,815.62,4858,188,3415.88,9,Standard,1,68.6,Wire Transfer,0,20,8,1
INST_01042,Bank,Europe,Enterprise,1,1124,688.54,9724,203,1145.74,10,Standard,7,57.2,ACH,0,20,7,0
INST_01043,Investment Firm,North America,Professional,47,1513,380.02,4614,270,1716.89,13,Standard,2,50.6,Wire Transfer,11,15,8,0
INST_01044,Payment Processor,Asia Pacific,Professional,10,1205,242.36,2673,26,4513.36,6,Standard,5,61.4,ACH,0,7,3,0
INST_01045,Investment Firm,Asia Pacific,Professional,24,29530,661.6,222515,40,6604.75,9,Standard,7,73.6,ACH,1,2,7,1
INST_01046,Bank,North America,Basic,61,167,350.0,7964,138,14273.81,5,Priority,16,71.8,Wire Transfer,4,13,8,0
INST_01047,Bank,Europe,Professional,3,7973,3520.74,775,142,12250.12,7,Standard,11,74.0,Credit Card,3,12,4,1
INST_01048,Payment Processor,Asia Pacific,Professional,20,429,815.41,12818,21,50798.15,7,Priority,0,93.0,Wire Transfer,9,19,6,0
INST_01049,Bank,Latin America,Basic,34,704,133.21,4076,1039,1142.49,5,Standard,1,57.6,ACH,1,12,8,0
INST_01050,Payment Processor,Europe,Basic,34,146,227.44,5840,547,3467.27,4,Standard,14,72.6,ACH,3,15,2,0
INST_01051,Credit Union,Middle East,Basic,17,1308,427.45,63928,31,1302.5,9,Standard,9,68.9,ACH,0,21,5,0
INST_01052,Payment Processor,Europe,Professional,23,28741,1918.54,11245,101,33387.29,12,Standard,1,76.9,ACH,4,25,5,0
INST_01053,Insurance Company,North America,Enterprise,34,4434,2193.66,3909,5525,2312.97,10,Premium,6,47.4,Wire Transfer,4,0,7,0
INST_01054,Payment Processor,Asia Pacific,Enterprise,44,493,250.8,43018,198,27793.05,9,Standard,6,71.5,Wire Transfer,9,7,6,0
INST_01055,Credit Union,Europe,Professional,34,13707,131.58,123613,302,43441.88,5,Priority,10,65.4,Credit Card,2,6,5,0
INST_01056,Insurance Company,Europe,Professional,10,18900,112.87,49281,49,9137.62,4,Standard,11,89.1,Wire Transfer,1,15,8,0
INST_01057,Credit Union,Europe,Enterprise,120,3484,546.16,555,84,7628.06,6,Standard,7,58.1,Wire Transfer,15,2,7,0
INST_01058,Credit Union,Asia Pacific,Basic,13,63077,6403.12,4136,2253,5208.09,7,Premium,8,62.0,Credit Card,2,32,6,0
INST_01059,Investment Firm,Asia Pacific,Professional,1,10222,770.4,23651,181,3054.41,9,Standard,7,91.7,Credit Card,1,15,4,1
INST_01060,Payment Processor,Europe,Professional,10,8299,59.58,15268,130,2550.19,10,Priority,1,85.1,Wire Transfer,4,29,4,0
INST_01061,Payment Processor,North America,Basic,3,893,168.81,13481,150,3939.76,8,Standard,8,87.4,Wire Transfer,0,33,2,1
INST_01062,Insurance Company,Europe,Enterprise,3,7639,190.81,5043,10000,75854.14,4,Standard,4,68.4,ACH,2,7,7,1
INST_01063,Credit Union,Europe,Enterprise,7,4126,150.44,2674,159,1029.9,7,Priority,26,87.8,Credit Card,3,17,4,1
INST_01064,Credit Union,North America,Basic,1,6501,253.29,447607,33,6680.27,10,Priority,8,84.1,ACH,10,34,6,0
INST_01065,Insurance Company,Asia Pacific,Basic,27,1067,628.46,22940,45,14284.91,9,Priority,3,95.8,Credit Card,6,29,0,0
INST_01066,Bank,Europe,Basic,1,3612,914.5,57709,605,3208.11,7,Priority,16,94.5,ACH,2,1,5,0
INST_01067,Bank,North America,Professional,5,875,1495.35,22233,11,9173.95,8,Priority,1,64.0,Wire Transfer,3,34,8,1
INST_01068,Credit Union,North America,Professional,2,119,756.76,23612,333,514.45,5,Priority,4,20.7,ACH,14,0,6,1
INST_01069,Bank,North America,Professional,1,13325,50.0,20067,40,35866.71,4,Priority,0,73.5,Wire Transfer,9,1,4,1
INST_01070,Bank,Latin America,Basic,7,313,113.44,4102,5,26815.17,14,Standard,6,77.2,Wire Transfer,0,23,10,0
INST_01071,Bank,North America,Enterprise,20,3500,333.71,2271,25,4240.18,8,Priority,5,69.0,Credit Card,2,22,8,0
INST_01072,Bank,North America,Professional,80,4912,481.42,39314,155,1313.23,10,Priority,4,72.0,Wire Transfer,3,29,7,0
INST_01073,Bank,Europe,Basic,50,4865,1134.22,29195,1828,16144.7,8,Standard,1,28.2,ACH,1,10,2,0
INST_01074,Payment Processor,North America,Professional,50,1949,424.89,89987,768,878.15,6,Priority,4,80.3,ACH,0,17,5,1
INST_01075,Credit Union,North America,Professional,4,4477,428.74,66372,87,1089.05,11,Premium,4,68.1,Wire Transfer,1,30,2,1
INST_01076,Credit Union,North America,Professional,7,6041,536.66,6550,854,4535.02,5,Standard,0,75.9,ACH,5,27,3,0
INST_01077,Investment Firm,Europe,Basic,1,8977,297.07,120437,78,47909.18,10,Standard,1,84.4,Credit Card,15,15,1,0
INST_01078,Bank,Europe,Basic,36,40141,447.76,69392,10,12847.09,9,Priority,16,90.8,ACH,18,30,2,0
INST_01079,Payment Processor,North America,Enterprise,1,4235,1557.75,62085,154,1862.19,8,Standard,10,24.4,ACH,10,17,5,0
INST_01080,Insurance Company,Europe,Enterprise,19,3281,364.78,643057,9,500.0,11,Priority,0,90.6,Wire Transfer,6,19,8,0
INST_01081,Bank,Middle East,Professional,6,765,389.06,472568,616,5230.6,7,Priority,25,72.7,Wire Transfer,0,21,2,1
INST_01082,Credit Union,North America,Professional,6,5732,387.49,61998,633,7166.21,10,Priority,4,93.4,Wire Transfer,0,13,11,0
INST_01083,Payment Processor,North America,Professional,112,8111,1914.72,51420,30,4406.47,11,Standard,9,68.5,ACH,0,10,8,0
INST_01084,Payment Processor,North America,Professional,33,2233,106.73,111578,192,73834.95,9,Premium,5,66.9,Credit Card,0,24,8,1
INST_01085,Credit Union,Europe,Professional,43,6747,3398.25,9173,189,4032.37,10,Standard,10,68.5,Invoice,3,5,6,0
INST_01086,Investment Firm,Asia Pacific,Enterprise,20,1922,98.33,9369,713,500.0,15,Standard,7,83.3,Credit Card,0,18,3,0
INST_01087,Bank,North America,Professional,49,8155,184.0,60483,15,2668.55,8,Priority,0,74.1,Wire Transfer,2,11,4,0
INST_01088,Payment Processor,Asia Pacific,Professional,24,11718,986.03,6095,436,9720.25,5,Standard,17,89.1,Credit Card,15,13,5,0
INST_01089,Bank,North America,Professional,70,11475,1389.06,53591,13,8781.0,12,Standard,10,78.7,Wire Transfer,4,16,4,0
INST_01090,Payment Processor,Europe,Enterprise,7,3557,74.87,27868,601,3770.57,6,Priority,1,95.3,ACH,4,7,2,0
INST_01091,Investment Firm,Asia Pacific,Professional,21,626,108.72,6097,1005,2941.49,7,Standard,1,74.8,Wire Transfer,3,17,6,0
INST_01092,Investment Firm,North America,Basic,28,1190,563.07,22897,44,500.0,11,Standard,8,59.2,Credit Card,19,26,5,1
INST_01093,Credit Union,Europe,Professional,11,7278,6723.09,156001,1331,5589.56,8,Priority,8,90.4,Wire Transfer,0,8,3,0
INST_01094,Bank,North America,Professional,50,117385,1799.95,24923,8,2957.4,9,Standard,0,58.6,Wire Transfer,18,30,4,1
INST_01095,Bank,Asia Pacific,Professional,93,1788,299.55,25079,1074,7142.9,9,Standard,16,88.8,Wire Transfer,3,15,6,0
INST_01096,Bank,North America,Professional,16,5906,50.0,36079,1976,10269.5,10,Standard,9,34.5,ACH,12,26,7,0
INST_01097,Bank,Latin America,Enterprise,11,1294,444.95,43861,276,31621.82,9,Priority,28,91.5,ACH,5,24,5,0
INST_01098,Insurance Company,North America,Professional,15,691,623.13,13409,104,1172.22,10,Standard,3,73.9,ACH,1,14,4,1
INST_01099,Credit Union,Latin America,Enterprise,45,1080,254.87,37249,260,705.58,9,Standard,0,71.3,Wire Transfer,7,29,5,0
INST_01100,Bank,North America,Basic,24,131,145.35,4566,50,2077.77,9,Standard,16,91.2,Credit Card,0,1,6,0
INST_01101,Payment Processor,Asia Pacific,Enterprise,1,22700,488.33,6643,10000,1630.45,7,Priority,11,37.0,Wire Transfer,8,9,5,0
INST_01102,Payment Processor,North America,Professional,18,105,130.23,8048,51,1424.94,7,Standard,0,74.6,ACH,0,0,8,1
INST_01103,Payment Processor,Latin America,Professional,1,2006,3815.93,44562,1589,42931.44,4,Standard,5,65.9,Wire Transfer,0,28,6,1
INST_01104,Payment Processor,North America,Professional,36,509,2490.14,28010,39,6140.27,3,Premium,0,52.9,Wire Transfer,2,4,3,0
INST_01105,Bank,North America,Basic,9,791,888.46,18006,2628,94711.45,9,Standard,3,69.1,Credit Card,0,14,3,1
INST_01106,Credit Union,Europe,Professional,15,23500,449.28,62078,5553,4892.19,10,Standard,14,50.0,Credit Card,8,21,4,0
INST_01107,Insurance Company,North America,Professional,38,4030,182.69,38882,297,847.41,4,Standard,7,95.6,ACH,3,34,4,0
INST_01108,Investment Firm,North America,Basic,1,700,393.49,14257,248,1462.26,4,Standard,13,72.0,Wire Transfer,4,35,6,1
INST_01109,Bank,Latin America,Professional,4,1231,2884.64,4661,26,22849.47,11,Standard,5,38.7,Credit Card,0,31,12,1
INST_01110,Insurance Company,Middle East,Professional,12,945,1144.11,6440,21,897.15,7,Standard,10,51.9,Invoice,0,19,4,1
INST_01111,Bank,North America,Basic,6,2792,515.14,2440,253,11348.21,9,Standard,4,51.5,ACH,19,4,5,1
INST_01112,Bank,Latin America,Basic,9,3863,1222.64,27196,2048,2878.06,6,Standard,4,73.8,Credit Card,0,12,2,0
INST_01113,Credit Union,Europe,Professional,120,51193,776.45,6043,55,1218.36,9,Standard,6,46.7,Credit Card,8,31,2,1
INST_01114,Investment Firm,North America,Professional,41,168,649.07,10477,7897,39331.44,12,Priority,1,86.5,ACH,5,34,5,0
INST_01115,Investment Firm,Asia Pacific,Enterprise,51,2829,1308.55,18189,49,2032.76,8,Standard,7,68.1,Wire Transfer,8,23,12,0
INST_01116,Bank,Asia Pacific,Enterprise,66,1856,750.27,105450,224,1420.33,8,Priority,13,74.5,Wire Transfer,4,29,2,0
INST_01117,Payment Processor,Middle East,Professional,10,12330,1130.33,88715,225,4366.25,6,Standard,1,41.8,Wire Transfer,2,28,4,1
INST_01118,Bank,North America,Professional,8,5075,489.64,20291,123,2293.06,5,Premium,3,78.0,Wire Transfer,3,34,3,0
INST_01119,Bank,Asia Pacific,Professional,6,7226,297.39,147009,3,136281.63,8,Priority,17,79.7,Wire Transfer,3,29,3,0
INST_01120,Payment Processor,North America,Professional,42,5002,208.97,1076,48,24113.71,12,Premium,2,76.3,ACH,0,13,4,0
INST_01121,Payment Processor,North America,Basic,27,736,181.13,367997,212,2026.29,7,Priority,14,90.7,Wire Transfer,5,17,7,0
INST_01122,Payment Processor,North America,Professional,6,18341,58.78,62239,124,2409.07,9,Priority,7,60.5,Wire Transfer,0,8,2,0
INST_01123,Insurance Company,Middle East,Professional,11,9874,135.05,25698,466,500.0,5,Priority,12,64.4,ACH,3,5,5,0
INST_01124,Investment Firm,Asia Pacific,Basic,16,11769,130.45,5784,579,6039.67,7,Priority,1,62.0,ACH,5,12,4,0
INST_01125,Investment Firm,Asia Pacific,Professional,18,19852,219.46,11417,96,1602.65,8,Priority,10,79.1,Wire Transfer,8,24,9,0
INST_01126,Bank,Europe,Enterprise,52,5577,2629.88,54941,26,5608.38,8,Standard,0,55.0,Wire Transfer,3,21,4,0
INST_01127,Credit Union,North America,Professional,11,27487,333.93,56847,2409,500.0,11,Standard,3,90.5,Wire Transfer,4,27,5,0
INST_01128,Credit Union,North America,Professional,57,5252,539.22,60029,12,4721.42,13,Priority,2,97.4,ACH,6,32,3,0
INST_01129,Bank,North America,Enterprise,13,2146,560.03,7385,50,62818.63,2,Standard,7,55.5,Wire Transfer,2,1,4,0
INST_01130,Insurance Company,North America,Professional,32,2951,2711.07,5460,32,5330.56,5,Priority,10,84.6,Wire Transfer,0,8,4,0
INST_01131,Credit Union,Asia Pacific,Basic,63,2876,202.21,29519,568,1537.6,5,Premium,2,84.1,ACH,1,28,5,1
INST_01132,Bank,Europe,Professional,57,1367,308.89,69897,1588,4766.18,10,Standard,12,83.9,ACH,0,33,6,0
INST_01133,Bank,North America,Professional,1,34469,355.16,22131,108,4463.23,9,Priority,5,87.2,Credit Card,7,33,4,0
INST_01134,Investment Firm,North America,Professional,5,4649,1577.89,203256,224,131629.93,7,Premium,9,81.6,ACH,8,6,4,1
INST_01135,Bank,North America,Basic,15,3436,2024.19,23148,321,2983.16,7,Standard,9,51.9,Credit Card,17,3,4,0
INST_01136,Payment Processor,Europe,Professional,13,5336,713.01,22003,3816,808.4,9,Priority,1,91.8,Invoice,4,33,6,1
