customer_id,churn_probability,predicted_churn,actual_churn,risk_category,institution_type,region,product_tier,revenue_monthly
INST_04221,0.4047729954966275,0,0,Medium Risk,Investment Firm,Europe,Enterprise,2005.23
INST_04302,0.39974036985133327,0,0,Medium Risk,Insurance Company,Asia Pacific,Basic,500.0
INST_04130,0.3993037142414794,0,1,Medium Risk,Bank,North America,Basic,1487.21
INST_04548,0.3989790612898288,0,0,Medium Risk,Investment Firm,Europe,Professional,2098.4
INST_04431,0.39782229531906,0,1,Medium Risk,Credit Union,North America,Enterprise,32842.6
INST_04585,0.3973628440338448,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,6618.65
INST_04511,0.3972542677281596,0,1,Medium Risk,Credit Union,Europe,Professional,6072.06
INST_04161,0.3972316216022987,0,0,Medium Risk,Bank,Europe,Basic,1120.01
INST_04699,0.39622741252746957,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,2728.46
INST_04638,0.39588204489417295,0,1,Medium Risk,Insurance Company,Europe,Professional,6406.81
INST_04728,0.3956272724467088,0,0,Medium Risk,Insurance Company,North America,Enterprise,1240.78
INST_04352,0.3951214327657041,0,1,Medium Risk,Credit Union,Latin America,Basic,38071.7
INST_04770,0.3942385604847145,0,0,Medium Risk,Bank,Asia Pacific,Enterprise,14400.4
INST_04645,0.3937391659856756,0,1,Medium Risk,Insurance Company,Asia Pacific,Professional,6459.47
INST_04284,0.3935663328553325,0,1,Medium Risk,Investment Firm,Asia Pacific,Professional,90144.92
INST_04970,0.39349513426830607,0,0,Medium Risk,Credit Union,North America,Enterprise,3289.18
INST_04606,0.3922759177286914,0,0,Medium Risk,Insurance Company,Asia Pacific,Professional,6841.81
INST_04974,0.3913175945543928,0,1,Medium Risk,Bank,Europe,Basic,1480.36
INST_04279,0.39029774766616937,0,1,Medium Risk,Credit Union,North America,Professional,3305.77
INST_04518,0.3870999509212444,0,0,Medium Risk,Bank,Europe,Enterprise,2039.53
INST_04448,0.38675493386352455,0,1,Medium Risk,Bank,North America,Professional,3167.87
INST_04601,0.38660526887145324,0,0,Medium Risk,Insurance Company,Asia Pacific,Basic,1765.47
INST_04986,0.3855958487006623,0,1,Medium Risk,Insurance Company,North America,Professional,4809.37
INST_04949,0.3853168620508744,0,1,Medium Risk,Insurance Company,Europe,Professional,8054.38
INST_04870,0.3850637784995006,0,0,Medium Risk,Credit Union,North America,Basic,2683.71
INST_04338,0.3845954646662059,0,0,Medium Risk,Credit Union,North America,Professional,14845.38
INST_04839,0.38330584112301935,0,0,Medium Risk,Bank,Asia Pacific,Professional,4581.42
INST_04863,0.382386393868226,0,0,Medium Risk,Bank,Asia Pacific,Professional,33846.31
INST_04857,0.37941943951289564,0,1,Medium Risk,Payment Processor,Europe,Professional,8101.83
INST_04719,0.3784473719644304,0,0,Medium Risk,Payment Processor,Asia Pacific,Professional,5289.59
INST_04477,0.3771362372728527,0,1,Medium Risk,Credit Union,Latin America,Enterprise,542.73
INST_04683,0.37590079599329024,0,0,Medium Risk,Bank,Asia Pacific,Basic,7830.07
INST_04160,0.3758831789219547,0,0,Medium Risk,Credit Union,Latin America,Basic,123184.9
INST_04056,0.37587186201822737,0,1,Medium Risk,Insurance Company,Latin America,Professional,643.48
INST_04895,0.3752413870465594,0,1,Medium Risk,Bank,North America,Basic,44818.34
INST_04061,0.3732931224860115,0,1,Medium Risk,Bank,Latin America,Enterprise,10330.38
INST_04785,0.37284126792623545,0,1,Medium Risk,Credit Union,Asia Pacific,Professional,39317.98
INST_04945,0.3727236630153432,0,0,Medium Risk,Payment Processor,North America,Enterprise,17838.07
INST_04395,0.3724291080609076,0,1,Medium Risk,Insurance Company,North America,Professional,899.27
INST_04333,0.3696209791806482,0,0,Medium Risk,Investment Firm,Asia Pacific,Basic,18033.63
INST_04298,0.36760912115246874,0,1,Medium Risk,Credit Union,Latin America,Professional,4869.07
INST_04990,0.36752566229526695,0,0,Medium Risk,Payment Processor,Europe,Enterprise,4562.83
INST_04346,0.3662706431870806,0,0,Medium Risk,Insurance Company,Asia Pacific,Basic,2591.64
INST_04609,0.3658266903993267,0,0,Medium Risk,Credit Union,Asia Pacific,Professional,1626.3
INST_04447,0.3654708295177362,0,0,Medium Risk,Insurance Company,Asia Pacific,Professional,5238.13
INST_04866,0.36532103108215075,0,0,Medium Risk,Credit Union,Europe,Professional,4036.96
INST_04751,0.36510210239623214,0,0,Medium Risk,Credit Union,North America,Basic,823.44
INST_04570,0.36485776605991715,0,0,Medium Risk,Credit Union,Europe,Basic,2277.7
INST_04947,0.36484658542026493,0,1,Medium Risk,Insurance Company,North America,Professional,809.33
INST_04720,0.364675956151787,0,1,Medium Risk,Bank,Asia Pacific,Professional,7732.65
INST_04263,0.36346690673476784,0,0,Medium Risk,Credit Union,Europe,Enterprise,1702.36
INST_04707,0.36321405308614163,0,0,Medium Risk,Bank,Europe,Professional,2749.1
INST_04406,0.3626593983193802,0,0,Medium Risk,Payment Processor,North America,Basic,3736.08
INST_04521,0.3624782923878861,0,0,Medium Risk,Investment Firm,Europe,Enterprise,2391.64
INST_04051,0.36161354298956433,0,1,Medium Risk,Investment Firm,Europe,Professional,1200.2
INST_04952,0.3603376700318337,0,1,Medium Risk,Credit Union,North America,Professional,500.0
INST_04762,0.358977647205932,0,1,Medium Risk,Insurance Company,Middle East,Basic,5153.22
INST_04590,0.35886308204998474,0,0,Medium Risk,Investment Firm,Europe,Professional,3079.54
INST_04101,0.35746431640147686,0,1,Medium Risk,Credit Union,Asia Pacific,Professional,5236.18
INST_04122,0.3560290780869645,0,0,Medium Risk,Investment Firm,Asia Pacific,Professional,907.26
INST_04714,0.3539859613651397,0,0,Medium Risk,Credit Union,Europe,Professional,8613.26
INST_04827,0.35325214373654956,0,0,Medium Risk,Bank,Europe,Professional,4205.35
INST_04979,0.3521861178084372,0,0,Medium Risk,Bank,Europe,Professional,2048.75
INST_04527,0.3516316841356513,0,1,Medium Risk,Payment Processor,North America,Professional,9863.85
INST_04841,0.35025177883871256,0,0,Medium Risk,Payment Processor,Middle East,Professional,4833.7
INST_04261,0.3500566161906181,0,0,Medium Risk,Payment Processor,Europe,Enterprise,534.71
INST_04724,0.3493230171974239,0,0,Medium Risk,Bank,North America,Enterprise,3013.46
INST_04484,0.348754407049153,0,0,Medium Risk,Bank,Latin America,Basic,3298.51
INST_04800,0.3483264168307727,0,0,Medium Risk,Bank,Asia Pacific,Enterprise,2380.23
INST_04663,0.34639154158633995,0,1,Medium Risk,Insurance Company,North America,Professional,9843.96
INST_04885,0.34638443472554864,0,0,Medium Risk,Payment Processor,Asia Pacific,Enterprise,764.19
INST_04722,0.34496411462096793,0,0,Medium Risk,Bank,Asia Pacific,Professional,14850.43
INST_04950,0.3449537607008356,0,0,Medium Risk,Credit Union,Europe,Professional,1698.8
INST_04677,0.3438996355420767,0,1,Medium Risk,Payment Processor,North America,Professional,26349.73
INST_04927,0.34344978704685203,0,1,Medium Risk,Bank,Middle East,Professional,5614.91
INST_04110,0.34338917933620566,0,0,Medium Risk,Investment Firm,Latin America,Enterprise,96216.73
INST_04577,0.34301324303934727,0,0,Medium Risk,Bank,Asia Pacific,Professional,1654.38
INST_04725,0.34226454648866655,0,1,Medium Risk,Bank,Middle East,Enterprise,1611.24
INST_04826,0.34151929491335165,0,0,Medium Risk,Investment Firm,Europe,Professional,24140.28
INST_04316,0.3401913847988209,0,1,Medium Risk,Insurance Company,Asia Pacific,Basic,5735.3
INST_04564,0.3401776173448299,0,0,Medium Risk,Bank,North America,Professional,2801.53
INST_04610,0.33914602689116785,0,1,Medium Risk,Bank,Asia Pacific,Professional,500.0
INST_04502,0.33817072645095153,0,0,Medium Risk,Bank,Europe,Basic,1689.44
INST_04458,0.33226897841607267,0,0,Medium Risk,Credit Union,Asia Pacific,Professional,3071.65
INST_04806,0.331216584054976,0,1,Medium Risk,Bank,Asia Pacific,Basic,9315.7
INST_04270,0.33090747303166224,0,0,Medium Risk,Investment Firm,North America,Professional,222234.45
INST_04943,0.3304377318459478,0,1,Medium Risk,Credit Union,Asia Pacific,Professional,601.92
INST_04465,0.3296177043179427,0,0,Medium Risk,Credit Union,Middle East,Professional,14638.4
INST_04381,0.3296047470559844,0,0,Medium Risk,Bank,North America,Professional,11301.38
INST_04897,0.3292114013877335,0,1,Medium Risk,Bank,Asia Pacific,Basic,60488.07
INST_04713,0.32839292135660725,0,1,Medium Risk,Insurance Company,North America,Professional,1732.07
INST_04224,0.32745173491147206,0,0,Medium Risk,Investment Firm,Latin America,Professional,7314.04
INST_04940,0.3272537246773258,0,0,Medium Risk,Bank,Latin America,Professional,23878.55
INST_04425,0.32417240445685247,0,0,Medium Risk,Credit Union,Asia Pacific,Professional,11393.27
INST_04523,0.32403936228813973,0,0,Medium Risk,Investment Firm,Asia Pacific,Basic,2427.69
INST_04505,0.3239174869726693,0,1,Medium Risk,Bank,Europe,Professional,4680.5
INST_04282,0.32387569334649524,0,0,Medium Risk,Bank,Asia Pacific,Professional,23952.06
INST_04524,0.32306043582168437,0,0,Medium Risk,Insurance Company,North America,Professional,12220.16
INST_04286,0.3228446254203148,0,1,Medium Risk,Payment Processor,Europe,Basic,9255.64
INST_04559,0.32270910490234683,0,0,Medium Risk,Payment Processor,Europe,Basic,51605.99
INST_04002,0.3223223161612777,0,1,Medium Risk,Insurance Company,Asia Pacific,Professional,5153.63
INST_04822,0.321774616014416,0,0,Medium Risk,Credit Union,Asia Pacific,Professional,1747.78
INST_04703,0.32068588101120193,0,0,Medium Risk,Investment Firm,Asia Pacific,Professional,6150.82
INST_04688,0.3206149997776292,0,1,Medium Risk,Credit Union,North America,Enterprise,120438.28
INST_04712,0.3201168368780709,0,0,Medium Risk,Bank,North America,Professional,4017.32
INST_04883,0.31969440548879774,0,0,Medium Risk,Bank,Latin America,Professional,16767.86
INST_04955,0.31960552397246567,0,1,Medium Risk,Insurance Company,North America,Professional,5137.13
INST_04449,0.31931459878311064,0,0,Medium Risk,Insurance Company,North America,Enterprise,500.0
INST_04086,0.3186718784463541,0,0,Medium Risk,Bank,North America,Professional,2302.19
INST_04933,0.31786369120505953,0,0,Medium Risk,Credit Union,North America,Professional,23175.87
INST_04736,0.31760600470145484,0,0,Medium Risk,Credit Union,Asia Pacific,Basic,4050.59
INST_04360,0.31694580313142745,0,1,Medium Risk,Bank,Europe,Enterprise,29081.89
INST_04537,0.31588372357868044,0,1,Medium Risk,Investment Firm,Asia Pacific,Basic,12605.29
INST_04486,0.31567002627508106,0,0,Medium Risk,Bank,North America,Basic,583.09
INST_04671,0.31431755435963477,0,1,Medium Risk,Payment Processor,Asia Pacific,Enterprise,10427.55
INST_04241,0.31408616059833677,0,0,Medium Risk,Credit Union,Asia Pacific,Enterprise,4941.02
INST_04634,0.3136316064293303,0,1,Medium Risk,Bank,North America,Professional,6438.44
INST_04334,0.3134821908933838,0,0,Medium Risk,Credit Union,North America,Professional,904.71
INST_04600,0.3127479724396136,0,0,Medium Risk,Bank,North America,Basic,2717.82
INST_04757,0.31183250438355287,0,0,Medium Risk,Insurance Company,Middle East,Professional,4040.73
INST_04587,0.3106865299100589,0,0,Medium Risk,Bank,Europe,Basic,18198.65
INST_04597,0.31044522080797116,0,0,Medium Risk,Bank,North America,Enterprise,839.68
INST_04066,0.3100494604381684,0,0,Medium Risk,Bank,North America,Enterprise,500000.0
INST_04397,0.3095323741881236,0,1,Medium Risk,Bank,Europe,Basic,12839.62
INST_04217,0.3080437142246698,0,0,Medium Risk,Credit Union,Latin America,Basic,15665.05
INST_04691,0.30623991751397966,0,0,Medium Risk,Credit Union,Europe,Basic,13703.27
INST_04492,0.30547574416113904,0,1,Medium Risk,Investment Firm,North America,Basic,7235.47
INST_04522,0.30511549096745383,0,0,Medium Risk,Payment Processor,Latin America,Enterprise,2113.23
INST_04534,0.3049300086742612,0,0,Medium Risk,Investment Firm,Europe,Professional,872.16
INST_04116,0.3041604846863127,0,0,Medium Risk,Payment Processor,Europe,Professional,29144.78
INST_04266,0.3036876464726382,0,1,Medium Risk,Investment Firm,North America,Enterprise,4413.36
INST_04987,0.30335656280502316,0,0,Medium Risk,Investment Firm,North America,Professional,9159.84
INST_04112,0.3024173098327342,0,0,Medium Risk,Bank,Europe,Basic,3146.91
INST_04656,0.3018936072760917,0,0,Medium Risk,Insurance Company,Latin America,Professional,16265.03
INST_04412,0.3009021072871162,0,0,Medium Risk,Investment Firm,Asia Pacific,Professional,1432.6
INST_04033,0.30048215129875777,0,1,Medium Risk,Payment Processor,Asia Pacific,Basic,13505.22
INST_04351,0.2992622072660322,0,0,Low Risk,Investment Firm,North America,Professional,1649.36
INST_04669,0.29784130020930527,0,1,Low Risk,Investment Firm,Asia Pacific,Professional,7164.46
INST_04906,0.29743230129239023,0,0,Low Risk,Payment Processor,Asia Pacific,Professional,4365.95
INST_04102,0.2972357476529314,0,1,Low Risk,Credit Union,North America,Basic,4708.84
INST_04563,0.2943654670452371,0,0,Low Risk,Bank,Europe,Enterprise,1541.14
INST_04734,0.2941619983617385,0,0,Low Risk,Credit Union,Asia Pacific,Professional,500.0
INST_04850,0.29306035158645805,0,0,Low Risk,Payment Processor,Europe,Enterprise,3446.47
INST_04626,0.2930010840319732,0,1,Low Risk,Bank,Europe,Professional,16820.33
INST_04653,0.2929894683377724,0,0,Low Risk,Insurance Company,North America,Professional,93930.1
INST_04803,0.2924039798423953,0,0,Low Risk,Bank,Asia Pacific,Basic,2983.87
INST_04070,0.29193167642154333,0,0,Low Risk,Bank,Latin America,Professional,5609.79
INST_04143,0.2916846838295962,0,1,Low Risk,Insurance Company,Europe,Professional,2485.01
INST_04582,0.29132997451604487,0,0,Low Risk,Insurance Company,North America,Professional,15361.66
INST_04635,0.29128065973890227,0,0,Low Risk,Payment Processor,North America,Basic,8317.21
INST_04489,0.29065557824606314,0,0,Low Risk,Investment Firm,North America,Professional,1539.32
INST_04711,0.2901070734013855,0,1,Low Risk,Credit Union,Latin America,Basic,6048.78
INST_04920,0.2900493714396531,0,0,Low Risk,Payment Processor,North America,Professional,6247.26
INST_04359,0.2898655642927891,0,1,Low Risk,Bank,Asia Pacific,Enterprise,6238.53
INST_04951,0.2891868132074426,0,0,Low Risk,Bank,Asia Pacific,Basic,8395.89
INST_04378,0.28743047732178967,0,0,Low Risk,Bank,Latin America,Professional,4214.35
INST_04121,0.28648655208433116,0,0,Low Risk,Credit Union,Europe,Professional,5239.94
INST_04196,0.28449771692950115,0,0,Low Risk,Bank,Asia Pacific,Basic,12398.23
INST_04647,0.2833876772804929,0,0,Low Risk,Bank,Europe,Professional,594.72
INST_04499,0.2826471018263918,0,0,Low Risk,Credit Union,North America,Professional,4314.76
INST_04411,0.2826312471983041,0,0,Low Risk,Bank,Asia Pacific,Professional,2526.61
INST_04797,0.2825253400716525,0,0,Low Risk,Insurance Company,Europe,Basic,34815.86
INST_04636,0.28232788245648516,0,1,Low Risk,Bank,Latin America,Basic,3737.38
INST_04926,0.2822751316486618,0,1,Low Risk,Credit Union,Europe,Enterprise,6083.79
INST_04322,0.28086362660954206,0,0,Low Risk,Investment Firm,Europe,Professional,3747.6
INST_04314,0.2802004538288664,0,0,Low Risk,Payment Processor,Europe,Professional,5172.81
INST_04661,0.27971309668986094,0,1,Low Risk,Investment Firm,North America,Professional,7898.44
INST_04612,0.27880046842513295,0,0,Low Risk,Credit Union,Latin America,Professional,5531.13
INST_04517,0.2784109026345567,0,0,Low Risk,Payment Processor,Asia Pacific,Professional,16368.17
INST_04767,0.27820939059727634,0,1,Low Risk,Bank,Asia Pacific,Enterprise,2088.83
INST_04644,0.2779343490622409,0,1,Low Risk,Insurance Company,North America,Professional,6335.62
INST_04332,0.27781462158702813,0,0,Low Risk,Credit Union,Europe,Basic,502.57
INST_04291,0.27632408972867734,0,0,Low Risk,Bank,Europe,Basic,500.0
INST_04215,0.27456392036512045,0,0,Low Risk,Insurance Company,North America,Basic,3187.23
INST_04233,0.27388371338224043,0,0,Low Risk,Payment Processor,Europe,Enterprise,4498.75
INST_04415,0.2733838720072973,0,0,Low Risk,Credit Union,North America,Professional,5443.92
INST_04721,0.27169233559623773,0,1,Low Risk,Bank,Europe,Basic,936.92
INST_04179,0.2710570405129408,0,0,Low Risk,Bank,North America,Basic,4162.32
INST_04931,0.270260290076984,0,0,Low Risk,Bank,North America,Professional,1213.4
INST_04682,0.26998318098213575,0,0,Low Risk,Payment Processor,North America,Professional,545.71
INST_04633,0.2693144413920113,0,0,Low Risk,Payment Processor,Asia Pacific,Professional,2986.74
INST_04766,0.268745061078284,0,0,Low Risk,Payment Processor,Europe,Professional,7404.02
INST_04739,0.2681186553956435,0,0,Low Risk,Investment Firm,Europe,Professional,6573.32
INST_04687,0.26793026774714784,0,0,Low Risk,Bank,North America,Professional,21545.23
INST_04072,0.26764573332086383,0,0,Low Risk,Investment Firm,Europe,Professional,34879.38
INST_04828,0.2673975640711749,0,0,Low Risk,Bank,Asia Pacific,Professional,126767.83
INST_04462,0.2661300543532677,0,0,Low Risk,Payment Processor,Asia Pacific,Basic,4227.06
INST_04752,0.2658080502215939,0,0,Low Risk,Investment Firm,Europe,Professional,8874.61
INST_04129,0.2651114530359164,0,0,Low Risk,Bank,Middle East,Basic,500.0
INST_04512,0.26472260152244753,0,0,Low Risk,Bank,North America,Basic,4223.99
INST_04678,0.26438046832525164,0,0,Low Risk,Investment Firm,Europe,Professional,11368.19
INST_04930,0.26402331866622547,0,1,Low Risk,Credit Union,Asia Pacific,Basic,1739.22
INST_04099,0.26399681626490806,0,0,Low Risk,Bank,North America,Enterprise,765.68
INST_04071,0.26203394032924493,0,0,Low Risk,Investment Firm,Asia Pacific,Basic,1866.35
INST_04306,0.26105166222336895,0,0,Low Risk,Credit Union,North America,Basic,30103.19
INST_04156,0.25846486645753447,0,0,Low Risk,Credit Union,Latin America,Enterprise,18460.45
INST_04723,0.2560988620163759,0,0,Low Risk,Credit Union,Asia Pacific,Basic,9860.2
INST_04623,0.2553660197490496,0,0,Low Risk,Investment Firm,Asia Pacific,Enterprise,5429.0
INST_04272,0.254679563766609,0,0,Low Risk,Bank,Asia Pacific,Basic,500.0
INST_04648,0.25459627431824783,0,1,Low Risk,Payment Processor,Europe,Enterprise,51992.84
INST_04938,0.25394519407163096,0,0,Low Risk,Insurance Company,Latin America,Professional,3533.3
INST_04795,0.253554569014653,0,0,Low Risk,Bank,Europe,Enterprise,500.0
INST_04466,0.2535180891041436,0,0,Low Risk,Bank,Latin America,Professional,500.0
INST_04894,0.2531569213542553,0,0,Low Risk,Credit Union,Asia Pacific,Basic,1197.9
INST_04380,0.25263354488669176,0,0,Low Risk,Bank,North America,Enterprise,1291.52
INST_04528,0.25008994632588794,0,1,Low Risk,Investment Firm,Middle East,Enterprise,5152.51
INST_04882,0.2473749747626804,0,0,Low Risk,Insurance Company,North America,Professional,1604.79
INST_04904,0.24702708875298568,0,0,Low Risk,Payment Processor,Latin America,Professional,4678.62
INST_04545,0.24698630401131239,0,0,Low Risk,Insurance Company,North America,Professional,15635.41
INST_04253,0.24693193078589912,0,0,Low Risk,Credit Union,North America,Enterprise,6419.4
INST_04443,0.24618113000647684,0,0,Low Risk,Credit Union,North America,Enterprise,500.0
INST_04509,0.24522273075161682,0,0,Low Risk,Payment Processor,North America,Professional,1286.55
INST_04617,0.24458630696094905,0,0,Low Risk,Payment Processor,Latin America,Professional,1157.38
INST_04144,0.2443341165984363,0,1,Low Risk,Payment Processor,Asia Pacific,Professional,1735.95
INST_04186,0.24388856651465407,0,0,Low Risk,Bank,Asia Pacific,Professional,20440.32
INST_04730,0.2436764517450819,0,0,Low Risk,Bank,North America,Enterprise,6936.04
INST_04032,0.2431665279864386,0,0,Low Risk,Bank,North America,Enterprise,3141.18
INST_04929,0.24288515116642057,0,0,Low Risk,Payment Processor,Latin America,Professional,3634.42
INST_04220,0.24219618355770492,0,0,Low Risk,Bank,North America,Professional,6234.0
INST_04667,0.2421262092581818,0,0,Low Risk,Insurance Company,North America,Professional,15101.67
INST_04389,0.24207052121818354,0,0,Low Risk,Bank,Europe,Professional,2154.77
INST_04030,0.2419791292031383,0,0,Low Risk,Investment Firm,North America,Professional,544.44
INST_04717,0.24153510749427035,0,0,Low Risk,Payment Processor,North America,Enterprise,22916.77
INST_04043,0.2411125339061553,0,1,Low Risk,Investment Firm,North America,Basic,5840.13
INST_04326,0.2400274793459894,0,0,Low Risk,Bank,Asia Pacific,Professional,1082.63
INST_04552,0.2399864673006723,0,0,Low Risk,Bank,Asia Pacific,Professional,9437.43
INST_04856,0.23976601630404992,0,1,Low Risk,Bank,North America,Professional,938.76
INST_04554,0.23923144038204583,0,0,Low Risk,Credit Union,Europe,Basic,10871.9
INST_04747,0.23884072444825516,0,1,Low Risk,Bank,North America,Professional,12483.36
INST_04230,0.23825198366778952,0,0,Low Risk,Insurance Company,Europe,Basic,3650.87
INST_04271,0.2377188454664909,0,1,Low Risk,Payment Processor,Europe,Professional,8053.45
INST_04679,0.23760834024855634,0,0,Low Risk,Investment Firm,North America,Enterprise,115203.4
INST_04646,0.23665031750704701,0,0,Low Risk,Investment Firm,Asia Pacific,Enterprise,2844.75
INST_04375,0.23554055573260377,0,0,Low Risk,Credit Union,North America,Enterprise,768.18
INST_04865,0.23521242959264213,0,0,Low Risk,Investment Firm,North America,Basic,5378.74
INST_04342,0.23412312139854113,0,0,Low Risk,Insurance Company,Asia Pacific,Basic,6432.49
INST_04924,0.23345250007062784,0,0,Low Risk,Bank,Europe,Professional,10316.91
INST_04155,0.2333496511654613,0,0,Low Risk,Bank,North America,Enterprise,1427.63
INST_04918,0.23309356246824683,0,1,Low Risk,Insurance Company,North America,Professional,624.17
INST_04543,0.23215145062084272,0,0,Low Risk,Bank,Europe,Basic,1411.87
INST_04251,0.23153928070087823,0,0,Low Risk,Bank,Europe,Enterprise,22172.11
INST_04262,0.2312607810181508,0,0,Low Risk,Credit Union,Asia Pacific,Professional,1717.6
INST_04651,0.23113810083076813,0,0,Low Risk,Insurance Company,North America,Professional,983.6
INST_04880,0.2290221113884639,0,0,Low Risk,Bank,Europe,Enterprise,500.0
INST_04090,0.22851309637320494,0,0,Low Risk,Insurance Company,Europe,Enterprise,14385.69
INST_04783,0.22808117033367975,0,0,Low Risk,Bank,Latin America,Professional,1958.85
INST_04879,0.22702993830397147,0,0,Low Risk,Insurance Company,Europe,Basic,1707.46
INST_04089,0.2260373202529707,0,0,Low Risk,Bank,Europe,Professional,500.0
INST_04604,0.22576834072920518,0,0,Low Risk,Insurance Company,Asia Pacific,Professional,6339.98
INST_04125,0.2251578937586528,0,0,Low Risk,Investment Firm,Middle East,Professional,21781.92
INST_04672,0.2234138795364815,0,0,Low Risk,Insurance Company,North America,Basic,3135.14
INST_04565,0.22323595944947963,0,0,Low Risk,Payment Processor,North America,Basic,71214.71
INST_04017,0.2231716928886812,0,0,Low Risk,Payment Processor,Asia Pacific,Basic,3218.04
INST_04092,0.22232252538668765,0,0,Low Risk,Credit Union,Europe,Professional,58844.2
INST_04903,0.22174728531350646,0,0,Low Risk,Bank,Europe,Basic,27369.37
INST_04589,0.2210761796558974,0,0,Low Risk,Insurance Company,Asia Pacific,Basic,1152.95
INST_04021,0.21828139397952484,0,0,Low Risk,Bank,Latin America,Basic,611.31
INST_04225,0.2173096169288007,0,0,Low Risk,Insurance Company,Latin America,Professional,12391.32
INST_04566,0.21665389185882822,0,0,Low Risk,Bank,Europe,Enterprise,5111.24
INST_04084,0.21616222068605892,0,1,Low Risk,Bank,North America,Basic,36296.36
INST_04053,0.2161153671452836,0,0,Low Risk,Investment Firm,North America,Professional,11024.39
INST_04650,0.21603944848088175,0,0,Low Risk,Bank,North America,Basic,32002.38
INST_04738,0.21603164446035555,0,1,Low Risk,Credit Union,North America,Enterprise,660.74
INST_04124,0.21548716399673268,0,0,Low Risk,Insurance Company,North America,Professional,1612.55
INST_04701,0.21424353613430355,0,0,Low Risk,Bank,North America,Basic,500.0
INST_04373,0.21387395889286853,0,1,Low Risk,Credit Union,Latin America,Professional,12671.61
INST_04741,0.21276610277142172,0,0,Low Risk,Bank,North America,Professional,42668.74
INST_04593,0.21251585355142347,0,0,Low Risk,Bank,North America,Professional,5601.12
INST_04321,0.21228045684503946,0,0,Low Risk,Payment Processor,Latin America,Basic,29550.55
INST_04037,0.21165289845700586,0,0,Low Risk,Insurance Company,Asia Pacific,Professional,14167.43
INST_04095,0.21163974763601456,0,0,Low Risk,Credit Union,Latin America,Professional,4596.41
INST_04787,0.21104922519558209,0,0,Low Risk,Payment Processor,North America,Professional,6482.38
INST_04390,0.21056564070861314,0,0,Low Risk,Bank,Latin America,Basic,500.0
INST_04363,0.2104999626249949,0,0,Low Risk,Credit Union,North America,Enterprise,21953.23
INST_04091,0.21031769410760576,0,0,Low Risk,Bank,North America,Professional,9069.47
INST_04956,0.2088806567354727,0,0,Low Risk,Credit Union,Asia Pacific,Enterprise,5553.2
INST_04374,0.20813058855044883,0,1,Low Risk,Credit Union,North America,Enterprise,20421.39
INST_04391,0.20741539399691816,0,0,Low Risk,Credit Union,Middle East,Enterprise,155000.42
INST_04833,0.2073264041987561,0,0,Low Risk,Bank,Middle East,Professional,7290.11
INST_04149,0.2058643495285226,0,0,Low Risk,Insurance Company,Europe,Basic,22424.61
INST_04269,0.2054413579722063,0,1,Low Risk,Payment Processor,North America,Professional,1896.19
INST_04232,0.20470232812437206,0,0,Low Risk,Credit Union,Latin America,Basic,14415.88
INST_04792,0.2039474177614473,0,0,Low Risk,Bank,North America,Professional,3556.69
INST_04113,0.20186999436768616,0,0,Low Risk,Bank,Europe,Professional,12209.8
INST_04772,0.20172822106369864,0,0,Low Risk,Bank,North America,Professional,613.26
INST_04909,0.2016474133619808,0,0,Low Risk,Credit Union,North America,Basic,58815.8
INST_04167,0.2014248134159705,0,0,Low Risk,Bank,North America,Enterprise,117095.54
INST_04417,0.20129984823989985,0,0,Low Risk,Bank,North America,Professional,8287.37
INST_04150,0.2010190252054602,0,0,Low Risk,Bank,Europe,Professional,19639.22
INST_04401,0.1997067864336148,0,0,Low Risk,Credit Union,North America,Professional,22691.87
INST_04192,0.19927957341801364,0,0,Low Risk,Credit Union,Latin America,Professional,1822.0
INST_04820,0.19924565223936916,0,0,Low Risk,Bank,Europe,Professional,3907.28
INST_04325,0.19892891816578068,0,0,Low Risk,Payment Processor,Latin America,Enterprise,2759.11
INST_04426,0.19858447158449713,0,1,Low Risk,Bank,North America,Professional,1385.1
INST_04864,0.19792372110183454,0,0,Low Risk,Bank,Asia Pacific,Professional,3487.5
INST_04753,0.1978789415690094,0,0,Low Risk,Credit Union,Asia Pacific,Professional,10377.76
INST_04335,0.1975735402399182,0,1,Low Risk,Bank,North America,Enterprise,21488.15
INST_04876,0.19659955032609713,0,0,Low Risk,Investment Firm,North America,Basic,638.11
INST_04935,0.1964764145136159,0,0,Low Risk,Credit Union,North America,Enterprise,2547.44
INST_04136,0.19638818298575217,0,0,Low Risk,Insurance Company,Asia Pacific,Professional,1416.4
INST_04364,0.19618852205468645,0,0,Low Risk,Bank,North America,Basic,6839.32
INST_04152,0.19582628099365137,0,0,Low Risk,Insurance Company,North America,Professional,11880.18
INST_04513,0.19568088386538052,0,0,Low Risk,Investment Firm,Asia Pacific,Basic,3221.27
INST_04467,0.19557928469963873,0,0,Low Risk,Bank,Latin America,Enterprise,1675.22
INST_04440,0.19522161591768164,0,0,Low Risk,Payment Processor,North America,Professional,11048.0
INST_04692,0.19503243913334445,0,0,Low Risk,Bank,North America,Enterprise,95697.0
INST_04544,0.19416717844874234,0,0,Low Risk,Credit Union,North America,Professional,2954.61
INST_04416,0.19360258346337436,0,0,Low Risk,Credit Union,Europe,Professional,10772.62
